[Connect DataFile][1.1]
Date:	11.03.2026
Time:	11:54:29,321
Unit:	°C
Resolution:	0,037037
Values:	1
Time	Area 1	
00:00:38,888	510,0	
00:00:38,925	510,0	
00:00:38,962	510,0	
00:00:38,999	510,0	
00:00:39,036	510,0	
00:00:39,074	510,0	
00:00:39,111	510,0	
00:00:39,148	510,0	
00:00:39,185	510,0	
00:00:39,222	510,0	
00:00:39,259	510,0	
00:00:39,296	510,0	
00:00:39,333	510,0	
00:00:39,370	510,0	
00:00:39,407	510,0	
00:00:39,444	510,0	
00:00:39,481	510,0	
00:00:39,518	510,0	
00:00:39,555	510,0	
00:00:39,592	510,0	
00:00:39,629	510,0	
00:00:39,666	510,0	
00:00:39,703	510,0	
00:00:39,740	510,0	
00:00:39,777	510,0	
00:00:39,814	510,0	
00:00:39,851	510,0	
00:00:39,888	510,0	
00:00:39,925	510,0	
00:00:39,962	510,0	
00:00:39,999	510,0	
00:00:40,036	510,0	
00:00:40,074	510,0	
00:00:40,111	510,0	
00:00:40,148	510,0	
00:00:40,185	510,0	
00:00:40,222	510,0	
00:00:40,259	510,0	
00:00:40,296	510,0	
00:00:40,333	510,0	
00:00:40,370	510,0	
00:00:40,407	510,0	
00:00:40,444	510,0	
00:00:40,481	510,0	
00:00:40,518	510,0	
00:00:40,555	510,0	
00:00:40,592	510,0	
00:00:40,629	510,0	
00:00:40,666	510,0	
00:00:40,703	510,0	
00:00:40,740	510,0	
00:00:40,777	510,0	
00:00:40,814	510,0	
00:00:40,851	510,0	
00:00:40,888	510,0	
00:00:40,925	510,0	
00:00:40,962	510,0	
00:00:40,999	510,0	
00:00:41,036	510,0	
00:00:41,074	510,0	
00:00:41,111	510,0	
00:00:41,148	510,0	
00:00:41,185	510,0	
00:00:41,222	510,0	
00:00:41,259	510,0	
00:00:41,296	510,0	
00:00:41,333	510,0	
00:00:41,370	510,0	
00:00:41,407	510,0	
00:00:41,444	510,0	
00:00:41,481	510,0	
00:00:41,518	510,0	
00:00:41,555	510,0	
00:00:41,592	510,0	
00:00:41,629	510,0	
00:00:41,666	510,0	
00:00:41,703	510,0	
00:00:41,740	510,0	
00:00:41,777	510,0	
00:00:41,814	510,0	
00:00:41,851	510,0	
00:00:41,888	510,0	
00:00:41,925	510,0	
00:00:41,962	510,0	
00:00:41,999	510,0	
00:00:42,036	510,0	
00:00:42,074	510,0	
00:00:42,111	510,0	
00:00:42,148	510,0	
00:00:42,185	510,0	
00:00:42,222	510,0	
00:00:42,259	510,0	
00:00:42,296	510,0	
00:00:42,333	510,0	
00:00:42,370	510,0	
00:00:42,407	510,0	
00:00:42,444	510,0	
00:00:42,481	510,0	
00:00:42,518	510,0	
00:00:42,555	510,0	
00:00:42,592	510,0	
00:00:42,629	510,0	
00:00:42,666	510,0	
00:00:42,703	510,0	
00:00:42,740	510,0	
00:00:42,777	510,0	
00:00:42,814	510,0	
00:00:42,851	510,0	
00:00:42,888	510,0	
00:00:42,925	510,0	
00:00:42,962	510,0	
00:00:42,999	510,0	
00:00:43,036	510,0	
00:00:43,074	510,0	
00:00:43,111	510,0	
00:00:43,148	510,0	
00:00:43,185	510,0	
00:00:43,222	510,0	
00:00:43,259	510,0	
00:00:43,296	510,0	
00:00:43,333	510,0	
00:00:43,370	510,0	
00:00:43,407	510,0	
00:00:43,444	510,0	
00:00:43,481	510,0	
00:00:43,518	510,0	
00:00:43,555	510,0	
00:00:43,592	510,0	
00:00:43,629	510,0	
00:00:43,666	510,0	
00:00:43,703	509,9	
00:00:43,740	509,9	
00:00:43,777	509,9	
00:00:43,814	509,9	
00:00:43,851	509,9	
00:00:43,888	509,9	
00:00:43,925	509,9	
00:00:43,962	509,9	
00:00:43,999	509,9	
00:00:44,036	509,9	
00:00:44,074	509,9	
00:00:44,111	509,9	
00:00:44,148	509,9	
00:00:44,185	509,9	
00:00:44,222	509,9	
00:00:44,259	509,9	
00:00:44,296	509,9	
00:00:44,333	509,9	
00:00:44,370	509,9	
00:00:44,407	509,9	
00:00:44,444	509,9	
00:00:44,481	509,9	
00:00:44,518	509,9	
00:00:44,555	509,9	
00:00:44,592	509,9	
00:00:44,629	509,9	
00:00:44,666	509,9	
00:00:44,703	509,9	
00:00:44,740	509,9	
00:00:44,777	509,9	
00:00:44,814	509,9	
00:00:44,851	509,9	
00:00:44,888	509,9	
00:00:44,925	509,9	
00:00:44,962	509,9	
00:00:44,999	509,9	
00:00:45,036	509,9	
00:00:45,074	509,9	
00:00:45,111	509,9	
00:00:45,148	509,9	
00:00:45,185	509,9	
00:00:45,222	509,9	
00:00:45,259	509,9	
00:00:45,296	509,9	
00:00:45,333	509,9	
00:00:45,370	509,9	
00:00:45,407	509,9	
00:00:45,444	509,9	
00:00:45,481	509,9	
00:00:45,518	509,9	
00:00:45,555	509,9	
00:00:45,592	509,9	
00:00:45,629	509,9	
00:00:45,666	509,9	
00:00:45,703	509,9	
00:00:45,740	509,9	
00:00:45,777	509,9	
00:00:45,814	509,9	
00:00:45,851	509,9	
00:00:45,888	509,9	
00:00:45,925	509,9	
00:00:45,962	509,9	
00:00:45,999	509,9	
00:00:46,036	509,9	
00:00:46,074	509,9	
00:00:46,111	509,9	
00:00:46,148	509,9	
00:00:46,185	509,9	
00:00:46,222	509,9	
00:00:46,259	509,9	
00:00:46,296	509,9	
00:00:46,333	509,9	
00:00:46,370	509,9	
00:00:46,407	509,9	
00:00:46,444	509,9	
00:00:46,481	509,9	
00:00:46,518	509,9	
00:00:46,555	509,9	
00:00:46,592	509,9	
00:00:46,629	509,9	
00:00:46,666	509,9	
00:00:46,703	509,9	
00:00:46,740	509,9	
00:00:46,777	509,9	
00:00:46,814	509,9	
00:00:46,851	509,9	
00:00:46,888	509,9	
00:00:46,925	509,9	
00:00:46,962	509,9	
00:00:46,999	509,9	
00:00:47,036	509,9	
00:00:47,074	509,9	
00:00:47,111	509,9	
00:00:47,148	509,9	
00:00:47,185	509,9	
00:00:47,222	509,9	
00:00:47,259	509,9	
00:00:47,296	509,9	
00:00:47,333	509,9	
00:00:47,370	509,9	
00:00:47,407	509,9	
00:00:47,444	509,9	
00:00:47,481	509,9	
00:00:47,518	509,9	
00:00:47,555	509,9	
00:00:47,592	509,9	
00:00:47,629	509,9	
00:00:47,666	509,9	
00:00:47,703	509,9	
00:00:47,740	509,9	
00:00:47,777	509,9	
00:00:47,814	509,9	
00:00:47,851	509,9	
00:00:47,888	509,9	
00:00:47,925	509,9	
00:00:47,962	509,9	
00:00:47,999	509,9	
00:00:48,036	509,9	
00:00:48,074	509,9	
00:00:48,111	509,9	
00:00:48,148	509,9	
00:00:48,185	509,9	
00:00:48,222	509,9	
00:00:48,259	509,9	
00:00:48,296	509,9	
00:00:48,333	509,9	
00:00:48,370	509,9	
00:00:48,407	509,9	
00:00:48,444	509,9	
00:00:48,481	509,9	
00:00:48,518	509,9	
00:00:48,555	509,9	
00:00:48,592	509,9	
00:00:48,629	509,9	
00:00:48,666	509,9	
00:00:48,703	509,9	
00:00:48,740	509,9	
00:00:48,777	509,9	
00:00:48,814	509,9	
00:00:48,851	509,9	
00:00:48,888	509,9	
00:00:48,925	509,9	
00:00:48,962	509,9	
00:00:48,999	509,9	
00:00:49,036	509,9	
00:00:49,074	509,9	
00:00:49,111	509,9	
00:00:49,148	509,9	
00:00:49,185	509,9	
00:00:49,222	509,9	
00:00:49,259	509,9	
00:00:49,296	509,9	
00:00:49,333	509,9	
00:00:49,370	509,9	
00:00:49,407	509,9	
00:00:49,444	509,9	
00:00:49,481	509,9	
00:00:49,518	509,9	
00:00:49,555	509,9	
00:00:49,592	509,9	
00:00:49,629	509,9	
00:00:49,666	509,9	
00:00:49,703	509,9	
00:00:49,740	509,9	
00:00:49,777	509,9	
00:00:49,814	509,9	
00:00:49,851	509,9	
00:00:49,888	509,9	
00:00:49,925	509,9	
00:00:49,962	509,9	
00:00:49,999	509,9	
00:00:50,036	509,9	
00:00:50,074	509,9	
00:00:50,111	509,9	
00:00:50,148	509,9	
00:00:50,185	509,9	
00:00:50,222	509,9	
00:00:50,259	509,9	
00:00:50,296	509,9	
00:00:50,333	509,9	
00:00:50,370	509,9	
00:00:50,407	509,9	
00:00:50,444	509,9	
00:00:50,481	509,9	
00:00:50,518	509,9	
00:00:50,555	509,9	
00:00:50,592	509,9	
00:00:50,629	509,9	
00:00:50,666	509,9	
00:00:50,703	509,9	
00:00:50,740	509,9	
00:00:50,777	509,9	
00:00:50,814	509,9	
00:00:50,851	509,9	
00:00:50,888	509,9	
00:00:50,925	509,9	
00:00:50,962	509,9	
00:00:50,999	509,9	
00:00:51,036	509,9	
00:00:51,074	509,9	
00:00:51,111	509,9	
00:00:51,148	509,9	
00:00:51,185	509,9	
00:00:51,222	509,9	
00:00:51,259	509,9	
00:00:51,296	509,9	
00:00:51,333	509,9	
00:00:51,370	509,9	
00:00:51,407	509,9	
00:00:51,444	509,9	
00:00:51,481	509,9	
00:00:51,518	509,9	
00:00:51,555	509,9	
00:00:51,592	509,9	
00:00:51,629	509,9	
00:00:51,666	509,9	
00:00:51,703	509,9	
00:00:51,740	509,9	
00:00:51,777	509,9	
00:00:51,814	509,9	
00:00:51,851	509,9	
00:00:51,888	509,9	
00:00:51,925	509,9	
00:00:51,962	509,9	
00:00:51,999	509,9	
00:00:52,036	509,9	
00:00:52,074	509,9	
00:00:52,111	509,9	
00:00:52,148	509,8	
00:00:52,185	509,8	
00:00:52,222	509,8	
00:00:52,259	509,8	
00:00:52,296	509,8	
00:00:52,333	509,8	
00:00:52,370	509,8	
00:00:52,407	509,8	
00:00:52,444	509,8	
00:00:52,481	509,8	
00:00:52,518	509,8	
00:00:52,555	509,8	
00:00:52,592	509,8	
00:00:52,629	509,8	
00:00:52,666	509,8	
00:00:52,703	509,8	
00:00:52,740	509,8	
00:00:52,777	509,8	
00:00:52,814	509,8	
00:00:52,851	509,8	
00:00:52,888	509,8	
00:00:52,925	509,8	
00:00:52,962	509,8	
00:00:52,999	509,8	
00:00:53,036	509,8	
00:00:53,074	509,8	
00:00:53,111	509,8	
00:00:53,148	509,8	
00:00:53,185	509,8	
00:00:53,222	509,8	
00:00:53,259	509,8	
00:00:53,296	509,8	
00:00:53,333	509,8	
00:00:53,370	509,8	
00:00:53,407	509,8	
00:00:53,444	509,8	
00:00:53,481	509,8	
00:00:53,518	509,8	
00:00:53,555	509,8	
00:00:53,592	509,8	
00:00:53,629	509,8	
00:00:53,666	509,8	
00:00:53,703	509,8	
00:00:53,740	509,8	
00:00:53,777	509,8	
00:00:53,814	509,8	
00:00:53,851	509,8	
00:00:53,888	509,8	
00:00:53,925	509,8	
00:00:53,962	509,8	
00:00:53,999	509,8	
00:00:54,036	509,8	
00:00:54,074	509,8	
00:00:54,111	509,8	
00:00:54,148	509,8	
00:00:54,185	509,8	
00:00:54,222	509,8	
00:00:54,259	509,8	
00:00:54,296	509,8	
00:00:54,333	509,8	
00:00:54,370	509,8	
00:00:54,407	509,8	
00:00:54,444	509,8	
00:00:54,481	509,8	
00:00:54,518	509,8	
00:00:54,555	509,8	
00:00:54,592	509,8	
00:00:54,629	509,8	
00:00:54,666	509,8	
00:00:54,703	509,8	
00:00:54,740	509,8	
00:00:54,777	509,8	
00:00:54,814	509,8	
00:00:54,851	509,8	
00:00:54,888	509,8	
00:00:54,925	509,8	
00:00:54,962	509,8	
00:00:54,999	509,8	
00:00:55,036	509,8	
00:00:55,074	509,8	
00:00:55,111	509,8	
00:00:55,148	509,8	
00:00:55,185	509,8	
00:00:55,222	509,8	
00:00:55,259	509,8	
00:00:55,296	509,8	
00:00:55,333	509,8	
00:00:55,370	509,8	
00:00:55,407	509,8	
00:00:55,444	509,8	
00:00:55,481	509,8	
00:00:55,518	509,8	
00:00:55,555	509,8	
00:00:55,592	509,8	
00:00:55,629	509,8	
00:00:55,666	509,8	
00:00:55,703	509,8	
00:00:55,740	509,8	
00:00:55,777	509,8	
00:00:55,814	509,8	
00:00:55,851	509,8	
00:00:55,888	509,8	
00:00:55,925	509,8	
00:00:55,962	509,8	
00:00:55,999	509,8	
00:00:56,036	509,8	
00:00:56,074	509,8	
00:00:56,111	509,8	
00:00:56,148	509,8	
00:00:56,185	509,8	
00:00:56,222	509,8	
00:00:56,259	509,8	
00:00:56,296	509,8	
00:00:56,333	509,8	
00:00:56,370	509,8	
00:00:56,407	509,8	
00:00:56,444	509,8	
00:00:56,481	509,8	
00:00:56,518	509,8	
00:00:56,555	509,8	
00:00:56,592	509,8	
00:00:56,629	509,8	
00:00:56,666	509,8	
00:00:56,703	509,8	
00:00:56,740	509,8	
00:00:56,777	509,8	
00:00:56,814	509,8	
00:00:56,851	509,8	
00:00:56,888	509,8	
00:00:56,925	509,8	
00:00:56,962	509,8	
00:00:56,999	509,8	
00:00:57,036	509,8	
00:00:57,074	509,8	
00:00:57,111	509,8	
00:00:57,148	509,8	
00:00:57,185	509,8	
00:00:57,222	509,8	
00:00:57,259	509,8	
00:00:57,296	509,8	
00:00:57,333	509,8	
00:00:57,370	509,8	
00:00:57,407	509,8	
00:00:57,444	509,8	
00:00:57,481	509,8	
00:00:57,518	509,8	
00:00:57,555	509,8	
00:00:57,592	509,8	
00:00:57,629	509,8	
00:00:57,666	509,8	
00:00:57,703	509,8	
00:00:57,740	509,8	
00:00:57,777	509,8	
00:00:57,814	509,8	
00:00:57,851	509,8	
00:00:57,888	509,8	
00:00:57,925	509,8	
00:00:57,962	509,8	
00:00:57,999	509,8	
00:00:58,036	509,8	
00:00:58,074	509,8	
00:00:58,111	509,8	
00:00:58,148	509,8	
00:00:58,185	509,8	
00:00:58,222	509,8	
00:00:58,259	509,8	
00:00:58,296	509,8	
00:00:58,333	509,8	
00:00:58,370	509,8	
00:00:58,407	509,8	
00:00:58,444	509,8	
00:00:58,481	509,8	
00:00:58,518	509,8	
00:00:58,555	509,8	
00:00:58,592	509,8	
00:00:58,629	509,8	
00:00:58,666	509,8	
00:00:58,703	509,8	
00:00:58,740	509,8	
00:00:58,777	509,8	
00:00:58,814	509,8	
00:00:58,851	509,8	
00:00:58,888	509,8	
00:00:58,925	509,8	
00:00:58,962	509,8	
00:00:58,999	509,8	
00:00:59,036	509,8	
00:00:59,074	509,8	
00:00:59,111	509,8	
00:00:59,148	509,8	
00:00:59,185	509,8	
00:00:59,222	509,8	
00:00:59,259	509,8	
00:00:59,296	509,8	
00:00:59,333	509,8	
00:00:59,370	509,8	
00:00:59,407	509,8	
00:00:59,444	509,8	
00:00:59,481	509,8	
00:00:59,518	509,8	
00:00:59,555	509,8	
00:00:59,592	509,8	
00:00:59,629	509,8	
00:00:59,666	509,8	
00:00:59,703	509,8	
00:00:59,740	509,8	
00:00:59,777	509,8	
00:00:59,814	509,8	
00:00:59,851	509,8	
00:00:59,888	509,8	
00:00:59,925	509,8	
00:00:59,962	509,8	
00:00:59,999	509,8	
00:01:00,036	509,8	
00:01:00,074	509,8	
00:01:00,111	509,8	
00:01:00,148	509,8	
00:01:00,185	509,8	
00:01:00,222	509,8	
00:01:00,259	509,8	
00:01:00,296	509,8	
00:01:00,333	509,8	
00:01:00,370	509,8	
00:01:00,407	509,8	
00:01:00,444	509,8	
00:01:00,481	509,8	
00:01:00,518	509,8	
00:01:00,555	509,8	
00:01:00,592	509,7	
00:01:00,629	509,7	
00:01:00,666	509,7	
00:01:00,703	509,7	
00:01:00,740	509,7	
00:01:00,777	509,7	
00:01:00,814	509,7	
00:01:00,851	509,7	
00:01:00,888	509,7	
00:01:00,925	509,7	
00:01:00,962	509,7	
00:01:00,999	509,7	
00:01:01,036	509,7	
00:01:01,074	509,7	
00:01:01,111	509,7	
00:01:01,148	509,7	
00:01:01,185	509,7	
00:01:01,222	509,7	
00:01:01,259	509,7	
00:01:01,296	509,7	
00:01:01,333	509,7	
00:01:01,370	509,7	
00:01:01,407	509,7	
00:01:01,444	509,7	
00:01:01,481	509,7	
00:01:01,518	509,7	
00:01:01,555	509,7	
00:01:01,592	509,7	
00:01:01,629	509,7	
00:01:01,666	509,7	
00:01:01,703	509,7	
00:01:01,740	509,7	
00:01:01,777	509,7	
00:01:01,814	509,7	
00:01:01,851	509,7	
00:01:01,888	509,7	
00:01:01,925	509,7	
00:01:01,962	509,7	
00:01:01,999	509,7	
00:01:02,036	509,7	
00:01:02,074	509,7	
00:01:02,111	509,7	
00:01:02,148	509,7	
00:01:02,185	509,7	
00:01:02,222	509,7	
00:01:02,259	509,7	
00:01:02,296	509,7	
00:01:02,333	509,7	
00:01:02,370	509,7	
00:01:02,407	509,7	
00:01:02,444	509,7	
00:01:02,481	509,7	
00:01:02,518	509,7	
00:01:02,555	509,7	
00:01:02,592	509,7	
00:01:02,629	509,7	
00:01:02,666	509,7	
00:01:02,703	509,7	
00:01:02,740	509,7	
00:01:02,777	509,7	
00:01:02,814	509,7	
00:01:02,851	509,7	
00:01:02,888	509,7	
00:01:02,925	509,7	
00:01:02,962	509,7	
00:01:02,999	509,7	
00:01:03,036	509,7	
00:01:03,074	509,7	
00:01:03,111	509,7	
00:01:03,148	509,7	
00:01:03,185	509,7	
00:01:03,222	509,7	
00:01:03,259	509,7	
00:01:03,296	509,7	
00:01:03,333	509,7	
00:01:03,370	509,7	
00:01:03,407	509,7	
00:01:03,444	509,7	
00:01:03,481	509,7	
00:01:03,518	509,7	
00:01:03,555	509,7	
00:01:03,592	509,7	
00:01:03,629	509,7	
00:01:03,666	509,7	
00:01:03,703	509,7	
00:01:03,740	509,7	
00:01:03,777	509,7	
00:01:03,814	509,7	
00:01:03,851	509,7	
00:01:03,888	509,7	
00:01:03,925	509,7	
00:01:03,962	509,7	
00:01:03,999	509,7	
00:01:04,036	509,7	
00:01:04,074	509,7	
00:01:04,111	509,7	
00:01:04,148	509,7	
00:01:04,185	509,7	
00:01:04,222	509,7	
00:01:04,259	509,7	
00:01:04,296	509,7	
00:01:04,333	509,7	
00:01:04,370	509,7	
00:01:04,407	509,7	
00:01:04,444	509,7	
00:01:04,481	509,7	
00:01:04,518	509,7	
00:01:04,555	509,7	
00:01:04,592	509,7	
00:01:04,629	509,7	
00:01:04,666	509,7	
00:01:04,703	509,7	
00:01:04,740	509,7	
00:01:04,777	509,7	
00:01:04,814	509,7	
00:01:04,851	509,7	
00:01:04,888	509,7	
00:01:04,925	509,7	
00:01:04,962	509,7	
00:01:04,999	509,7	
00:01:05,036	509,7	
00:01:05,074	509,7	
00:01:05,111	509,7	
00:01:05,148	509,7	
00:01:05,185	509,7	
00:01:05,222	509,7	
00:01:05,259	509,7	
00:01:05,296	509,7	
00:01:05,333	509,7	
00:01:05,370	509,7	
00:01:05,407	509,7	
00:01:05,444	509,7	
00:01:05,481	509,7	
00:01:05,518	509,7	
00:01:05,555	509,7	
00:01:05,592	509,7	
00:01:05,629	509,7	
00:01:05,666	509,7	
00:01:05,703	509,7	
00:01:05,740	509,7	
00:01:05,777	509,7	
00:01:05,814	509,7	
00:01:05,851	509,7	
00:01:05,888	509,7	
00:01:05,925	509,7	
00:01:05,962	509,7	
00:01:05,999	509,7	
00:01:06,036	509,7	
00:01:06,074	509,7	
00:01:06,111	509,7	
00:01:06,148	509,7	
00:01:06,185	509,7	
00:01:06,222	509,7	
00:01:06,259	509,7	
00:01:06,296	509,7	
00:01:06,333	509,7	
00:01:06,370	509,7	
00:01:06,407	509,7	
00:01:06,444	509,7	
00:01:06,481	509,7	
00:01:06,518	509,7	
00:01:06,555	509,7	
00:01:06,592	509,7	
00:01:06,629	509,7	
00:01:06,666	509,7	
00:01:06,703	509,7	
00:01:06,740	509,7	
00:01:06,777	509,7	
00:01:06,814	509,7	
00:01:06,851	509,7	
00:01:06,888	509,7	
00:01:06,925	509,7	
00:01:06,962	509,7	
00:01:06,999	509,7	
00:01:07,036	509,7	
00:01:07,074	509,7	
00:01:07,111	509,7	
00:01:07,148	509,7	
00:01:07,185	509,7	
00:01:07,222	509,7	
00:01:07,259	509,7	
00:01:07,296	509,7	
00:01:07,333	509,7	
00:01:07,370	509,7	
00:01:07,407	509,7	
00:01:07,444	509,7	
00:01:07,481	509,7	
00:01:07,518	509,7	
00:01:07,555	509,7	
00:01:07,592	509,7	
00:01:07,629	509,7	
00:01:07,666	509,7	
00:01:07,703	509,7	
00:01:07,740	509,7	
00:01:07,777	509,7	
00:01:07,814	509,7	
00:01:07,851	509,7	
00:01:07,888	509,7	
00:01:07,925	509,7	
00:01:07,962	509,7	
00:01:07,999	509,7	
00:01:08,036	509,7	
00:01:08,074	509,7	
00:01:08,111	509,7	
00:01:08,148	509,7	
00:01:08,185	509,7	
00:01:08,222	509,7	
00:01:08,259	509,7	
00:01:08,296	509,7	
00:01:08,333	509,7	
00:01:08,370	509,7	
00:01:08,407	509,7	
00:01:08,444	509,7	
00:01:08,481	509,7	
00:01:08,518	509,7	
00:01:08,555	509,7	
00:01:08,592	509,7	
00:01:08,629	509,7	
00:01:08,666	509,7	
00:01:08,703	509,7	
00:01:08,740	509,7	
00:01:08,777	509,7	
00:01:08,814	509,7	
00:01:08,851	509,7	
00:01:08,888	509,7	
00:01:08,925	509,7	
00:01:08,962	509,7	
00:01:08,999	509,6	
00:01:09,036	509,6	
00:01:09,074	509,6	
00:01:09,111	509,6	
00:01:09,148	509,6	
00:01:09,185	509,6	
00:01:09,222	509,6	
00:01:09,259	509,6	
00:01:09,296	509,6	
00:01:09,333	509,6	
00:01:09,370	509,6	
00:01:09,407	509,6	
00:01:09,444	509,6	
00:01:09,481	509,6	
00:01:09,518	509,6	
00:01:09,555	509,6	
00:01:09,592	509,6	
00:01:09,629	509,6	
00:01:09,666	509,6	
00:01:09,703	509,6	
00:01:09,740	509,6	
00:01:09,777	509,6	
00:01:09,814	509,6	
00:01:09,851	509,6	
00:01:09,888	509,6	
00:01:09,925	509,6	
00:01:09,962	509,6	
00:01:09,999	509,6	
00:01:10,036	509,6	
00:01:10,074	509,6	
00:01:10,111	509,6	
00:01:10,148	509,6	
00:01:10,185	509,6	
00:01:10,222	509,6	
00:01:10,259	509,6	
00:01:10,296	509,6	
00:01:10,333	509,6	
00:01:10,370	509,6	
00:01:10,407	509,6	
00:01:10,444	509,6	
00:01:10,481	509,6	
00:01:10,518	509,6	
00:01:10,555	509,6	
00:01:10,592	509,6	
00:01:10,629	509,6	
00:01:10,666	509,6	
00:01:10,703	509,6	
00:01:10,740	509,6	
00:01:10,777	509,6	
00:01:10,814	509,6	
00:01:10,851	509,6	
00:01:10,888	509,6	
00:01:10,925	509,6	
00:01:10,962	509,6	
00:01:10,999	509,6	
00:01:11,036	509,6	
00:01:11,074	509,6	
00:01:11,111	509,6	
00:01:11,148	509,6	
00:01:11,185	509,6	
00:01:11,222	509,6	
00:01:11,259	509,6	
00:01:11,296	509,6	
00:01:11,333	509,6	
00:01:11,370	509,6	
00:01:11,407	509,6	
00:01:11,444	509,6	
00:01:11,481	509,6	
00:01:11,518	509,6	
00:01:11,555	509,6	
00:01:11,592	509,6	
00:01:11,629	509,6	
00:01:11,666	509,6	
00:01:11,703	509,6	
00:01:11,740	509,6	
00:01:11,777	509,6	
00:01:11,814	509,6	
00:01:11,851	509,6	
00:01:11,888	509,6	
00:01:11,925	509,6	
00:01:11,962	509,6	
00:01:11,999	509,6	
00:01:12,036	509,6	
00:01:12,074	509,6	
00:01:12,111	509,6	
00:01:12,148	509,6	
00:01:12,185	509,6	
00:01:12,222	509,6	
00:01:12,259	509,6	
00:01:12,296	509,6	
00:01:12,333	509,6	
00:01:12,370	509,6	
00:01:12,407	509,6	
00:01:12,444	509,6	
00:01:12,481	509,6	
00:01:12,518	509,6	
00:01:12,555	509,6	
00:01:12,592	509,6	
00:01:12,629	509,6	
00:01:12,666	509,6	
00:01:12,703	509,6	
00:01:12,740	509,6	
00:01:12,777	509,6	
00:01:12,814	509,6	
00:01:12,851	509,6	
00:01:12,888	509,6	
00:01:12,925	509,6	
00:01:12,962	509,6	
00:01:12,999	509,6	
00:01:13,036	509,6	
00:01:13,074	509,6	
00:01:13,111	509,6	
00:01:13,148	509,6	
00:01:13,185	509,6	
00:01:13,222	509,6	
00:01:13,259	509,6	
00:01:13,296	509,6	
00:01:13,333	509,6	
00:01:13,370	509,6	
00:01:13,407	509,6	
00:01:13,444	509,6	
00:01:13,481	509,6	
00:01:13,518	509,6	
00:01:13,555	509,6	
00:01:13,592	509,6	
00:01:13,629	509,6	
00:01:13,666	509,6	
00:01:13,703	509,6	
00:01:13,740	509,6	
00:01:13,777	509,6	
00:01:13,814	509,6	
00:01:13,851	509,6	
00:01:13,888	509,6	
00:01:13,925	509,6	
00:01:13,962	509,6	
00:01:13,999	509,6	
00:01:14,036	509,6	
00:01:14,074	509,6	
00:01:14,111	509,6	
00:01:14,148	509,6	
00:01:14,185	509,6	
00:01:14,222	509,6	
00:01:14,259	509,6	
00:01:14,296	509,6	
00:01:14,333	509,6	
00:01:14,370	509,6	
00:01:14,407	509,6	
00:01:14,444	509,6	
00:01:14,481	509,6	
00:01:14,518	509,6	
00:01:14,555	509,6	
00:01:14,592	509,6	
00:01:14,629	509,6	
00:01:14,666	509,6	
00:01:14,703	509,6	
00:01:14,740	509,6	
00:01:14,777	509,6	
00:01:14,814	509,6	
00:01:14,851	509,6	
00:01:14,888	509,6	
00:01:14,925	509,6	
00:01:14,962	509,6	
00:01:14,999	509,6	
00:01:15,036	509,6	
00:01:15,073	509,6	
00:01:15,111	509,6	
00:01:15,148	509,6	
00:01:15,185	509,6	
00:01:15,222	509,6	
00:01:15,259	509,6	
00:01:15,296	509,6	
00:01:15,333	509,6	
00:01:15,370	509,6	
00:01:15,407	509,6	
00:01:15,444	509,6	
00:01:15,481	509,6	
00:01:15,518	509,6	
00:01:15,555	509,6	
00:01:15,592	509,6	
00:01:15,629	509,6	
00:01:15,666	509,6	
00:01:15,703	509,6	
00:01:15,740	509,6	
00:01:15,777	509,6	
00:01:15,814	509,6	
00:01:15,851	509,6	
00:01:15,888	509,6	
00:01:15,925	509,6	
00:01:15,962	509,6	
00:01:15,999	509,6	
00:01:16,036	509,6	
00:01:16,073	509,6	
00:01:16,111	509,6	
00:01:16,148	509,6	
00:01:16,185	509,6	
00:01:16,222	509,6	
00:01:16,259	509,6	
00:01:16,296	509,6	
00:01:16,333	509,6	
00:01:16,370	509,6	
00:01:16,407	509,6	
00:01:16,444	509,6	
00:01:16,481	509,6	
00:01:16,518	509,6	
00:01:16,555	509,6	
00:01:16,592	509,6	
00:01:16,629	509,6	
00:01:16,666	509,6	
00:01:16,703	509,6	
00:01:16,740	509,6	
00:01:16,777	509,6	
00:01:16,814	509,6	
00:01:16,851	509,6	
00:01:16,888	509,6	
00:01:16,925	509,6	
00:01:16,962	509,6	
00:01:16,999	509,6	
00:01:17,036	509,6	
00:01:17,073	509,6	
00:01:17,111	509,6	
00:01:17,148	509,6	
00:01:17,185	509,6	
00:01:17,222	509,6	
00:01:17,259	509,6	
00:01:17,296	509,6	
00:01:17,333	509,6	
00:01:17,370	509,6	
00:01:17,407	509,6	
00:01:17,444	509,5	
00:01:17,481	509,5	
00:01:17,518	509,5	
00:01:17,555	509,5	
00:01:17,592	509,5	
00:01:17,629	509,5	
00:01:17,666	509,5	
00:01:17,703	509,5	
00:01:17,740	509,5	
00:01:17,777	509,5	
00:01:17,814	509,5	
00:01:17,851	509,5	
00:01:17,888	509,5	
00:01:17,925	509,5	
00:01:17,962	509,5	
00:01:17,999	509,5	
00:01:18,036	509,5	
00:01:18,073	509,5	
00:01:18,111	509,5	
00:01:18,148	509,5	
00:01:18,185	509,5	
00:01:18,222	509,5	
00:01:18,259	509,5	
00:01:18,296	509,5	
00:01:18,333	509,5	
00:01:18,370	509,5	
00:01:18,407	509,5	
00:01:18,444	509,5	
00:01:18,481	509,5	
00:01:18,518	509,5	
